person_id,person_lat,person_lon,assigned_centre_id,centre_lat,centre_lon,distance_km,method_name
23,3.023215337,101.6596454,70,3.02051337,101.6539062,0.7045539363262535,Method1_ParallelLoops
24,2.957880549,101.6741585,40,3.011591111,101.6989925,6.5782676727438965,Method1_ParallelLoops
25,2.899978285,101.655758,0,2.8648313,101.6948757,5.843434157389558,Method1_ParallelLoops
26,2.903958771,101.7145541,0,2.8648313,101.6948757,4.868786183031898,Method1_ParallelLoops
27,2.97867389,101.6057349,71,2.999343202,101.5837613,3.3520184039507566,Method1_ParallelLoops
28,2.884191793,101.7202739,0,2.8648313,101.6948757,3.5482769282427573,Method1_ParallelLoops
29,2.880562195,101.6538193,0,2.8648313,101.6948757,4.883540423695101,Method1_ParallelLoops
30,2.899348157,101.6305405,44,2.892747792,101.5954677,3.9634808267654265,Method1_ParallelLoops
31,2.876504445,101.6763956,0,2.8648313,101.6948757,2.4283297713142726,Method1_ParallelLoops
32,2.91271759,101.6377641,44,2.892747792,101.5954677,5.195541118428499,Method1_ParallelLoops
33,2.965066031,101.7314187,58,2.953132929,101.7549165,2.9273510311088584,Method1_ParallelLoops
34,3.033170406,101.6217648,19,3.010184558,101.6119755,2.7774554342221585,Method1_ParallelLoops
35,2.876050299,101.6626296,0,2.8648313,101.6948757,3.792169725279823,Method1_ParallelLoops
36,2.98033245,101.6745695,40,3.011591111,101.6989925,4.408647324344602,Method1_ParallelLoops
37,2.98247053,101.6965303,40,3.011591111,101.6989925,3.2495832096880077,Method1_ParallelLoops
38,3.025388535,101.7191234,40,3.011591111,101.6989925,2.711192089072224,Method1_ParallelLoops
39,3.041366842,101.6079071,19,3.010184558,101.6119755,3.4966174162175316,Method1_ParallelLoops
40,2.89689959,101.6868165,0,2.8648313,101.6948757,3.676437677166673,Method1_ParallelLoops
41,2.998588255,101.6805767,40,3.011591111,101.6989925,2.504439246873966,Method1_ParallelLoops
42,2.98363794,101.7171344,40,3.011591111,101.6989925,3.7039900144684896,Method1_ParallelLoops
43,2.875714068,101.7301453,0,2.8648313,101.6948757,4.099550732685785,Method1_ParallelLoops
44,2.966687839,101.7262137,58,2.953132929,101.7549165,3.525755282735734,Method1_ParallelLoops
45,2.997984921,101.7070492,40,3.011591111,101.6989925,1.7576554318471507,Method1_ParallelLoops
46,2.926404646,101.633632,44,2.892747792,101.5954677,5.654067696609354,Method1_ParallelLoops
47,2.894036896,101.6365897,44,2.892747792,101.5954677,4.56897768268286,Method1_ParallelLoops
48,2.964561169,101.6494272,70,3.02051337,101.6539062,6.241449145383131,Method1_ParallelLoops
49,3.021570387,101.6850049,40,3.011591111,101.6989925,1.9088547259231405,Method1_ParallelLoops
50,2.993935253,101.6821272,40,3.011591111,101.6989925,2.713218044523173,Method1_ParallelLoops
51,2.98352282,101.6893011,40,3.011591111,101.6989925,3.301375966738067,Method1_ParallelLoops
52,2.862087154,101.596109,44,2.892747792,101.5954677,3.4100511880154625,Method1_ParallelLoops
53,2.930836973,101.6708952,0,2.8648313,101.6948757,7.807707914800427,Method1_ParallelLoops
54,2.957380967,101.6090424,31,2.964791466,101.5760739,3.752622053165767,Method1_ParallelLoops
55,2.924223156,101.6709885,0,2.8648313,101.6948757,7.116940749157903,Method1_ParallelLoops
56,2.925008123,101.6925791,0,2.8648313,101.6948757,6.696216225490021,Method1_ParallelLoops
57,3.03454652,101.6974087,40,3.011591111,101.6989925,2.5585762899955142,Method1_ParallelLoops
58,2.859970918,101.5924488,44,2.892747792,101.5954677,3.660009812719748,Method1_ParallelLoops
59,2.963469126,101.6148565,31,2.964791466,101.5760739,4.309168118280762,Method1_ParallelLoops
60,2.865257637,101.7171849,97,2.853399834,101.7005308,2.271416939302888,Method1_ParallelLoops
61,2.852821273,101.6004931,44,2.892747792,101.5954677,4.474567474665157,Method1_ParallelLoops
62,3.017390739,101.6383098,2,3.0207071,101.6508314,1.4384764399901677,Method1_ParallelLoops
63,2.987559618,101.6155999,19,3.010184558,101.6119755,2.547767284567856,Method1_ParallelLoops
64,2.984993821,101.7060503,40,3.011591111,101.6989925,3.0595624868002727,Method1_ParallelLoops
65,2.951799048,101.7012394,58,2.953132929,101.7549165,5.9625435668493525,Method1_ParallelLoops
66,2.928544762,101.6787552,0,2.8648313,101.6948757,7.307302227582018,Method1_ParallelLoops
67,2.937455499,101.7077072,58,2.953132929,101.7549165,5.524738299954511,Method1_ParallelLoops
68,2.936103262,101.6412754,44,2.892747792,101.5954677,7.008472107051816,Method1_ParallelLoops
69,2.983597561,101.7057251,40,3.011591111,101.6989925,3.2012607791301075,Method1_ParallelLoops
70,2.857168144,101.6706011,0,2.8648313,101.6948757,2.8273092525580865,Method1_ParallelLoops
71,2.914720655,101.5935446,44,2.892747792,101.5954677,2.452586878061485,Method1_ParallelLoops
72,3.003463254,101.6433701,2,3.0207071,101.6508314,2.0887708928832467,Method1_ParallelLoops
73,3.001389961,101.6640431,70,3.02051337,101.6539062,2.4059714717368004,Method1_ParallelLoops
74,2.948987518,101.7115368,58,2.953132929,101.7549165,4.839209222476717,Method1_ParallelLoops
75,2.863815612,101.6035069,44,2.892747792,101.5954677,3.338694684280749,Method1_ParallelLoops
76,2.913057189,101.6172668,44,2.892747792,101.5954677,3.31064773362749,Method1_ParallelLoops
77,2.889854969,101.5953391,44,2.892747792,101.5954677,0.3219841212552786,Method1_ParallelLoops
78,3.031891737,101.6994091,40,3.011591111,101.6989925,2.2578005661068468,Method1_ParallelLoops
79,3.040246291,101.6305032,5,3.046107137,101.6481434,2.0643036567380624,Method1_ParallelLoops
80,2.991451718,101.6140631,19,3.010184558,101.6119755,2.095856018711088,Method1_ParallelLoops
81,2.960706882,101.6426445,19,3.010184558,101.6119755,6.470433183142208,Method1_ParallelLoops
82,2.943143056,101.6172424,31,2.964791466,101.5760739,5.166674394123985,Method1_ParallelLoops
83,3.013786659,101.7117871,40,3.011591111,101.6989925,1.441551351921051,Method1_ParallelLoops
84,2.943148971,101.6369307,31,2.964791466,101.5760739,7.173677642324489,Method1_ParallelLoops
85,2.856148418,101.6282596,44,2.892747792,101.5954677,5.461152562708803,Method1_ParallelLoops
86,2.874627311,101.7114194,0,2.8648313,101.6948757,2.135897430954055,Method1_ParallelLoops
87,2.970652378,101.7283474,58,2.953132929,101.7549165,3.5355150144840937,Method1_ParallelLoops
88,2.972920273,101.6929083,40,3.011591111,101.6989925,4.352752821274142,Method1_ParallelLoops
89,2.859303854,101.6691371,0,2.8648313,101.6948757,2.9237638064994576,Method1_ParallelLoops
90,2.993059956,101.7432907,92,2.984406382,101.7572832,1.8275999514624557,Method1_ParallelLoops
91,2.982521775,101.6500929,70,3.02051337,101.6539062,4.245641126700625,Method1_ParallelLoops
92,2.970379065,101.7139199,40,3.011591111,101.6989925,4.873146451914784,Method1_ParallelLoops
93,2.976815649,101.7398043,92,2.984406382,101.7572832,2.1165192118673506,Method1_ParallelLoops
94,2.926026782,101.6704816,0,2.8648313,101.6948757,7.324058512679278,Method1_ParallelLoops
95,3.0234592,101.6245811,19,3.010184558,101.6119755,2.034220368577073,Method1_ParallelLoops
96,2.952013919,101.6520346,70,3.02051337,101.6539062,7.619626296841399,Method1_ParallelLoops
97,3.014120997,101.7396237,39,3.024171054,101.7620381,2.728278622236924,Method1_ParallelLoops
98,2.95971952,101.6295908,19,3.010184558,101.6119755,5.942614556157208,Method1_ParallelLoops
99,3.029760514,101.7455889,15,3.043574841,101.7516706,1.6779712572846162,Method1_ParallelLoops
